customer_id,order_month_period,monthly_orders,monthly_revenue,monthly_gross_amount,avg_order_value,coupon_used_count,coupon_discount_total,delayed_orders,rain_orders,surge_orders,avg_delivery_minutes,avg_distance_km,avg_rating,campaign_exposed_count,ad_clicked_count,city,customer_area,membership_tier,delay_rate,coupon_usage_rate,campaign_click_rate
7,2025-02,5,1055,1055,211.0,3,0,1,0,0,26.6,11.01,0.0,2,0,Hyderabad,Ameerpet,NONE,0.2,0.6,0.0
7,2025-03,3,329,329,109.67,1,0,1,0,0,38.67,11.12,0.0,1,0,Hyderabad,Khairatabad,NONE,0.33,0.33,0.0
7,2025-04,3,854,854,284.67,0,0,1,1,2,36.67,11.16,1.27,0,0,Hyderabad,New Maruthi Nagar,NONE,0.33,0.0,0.0
7,2025-05,1,168,208,168.0,1,40,0,0,0,32.0,0.77,0.0,0,0,Hyderabad,Kukatpally,NONE,0.0,1.0,0.0
7,2025-06,1,609,609,609.0,0,0,0,0,0,20.0,11.65,4.3,0,0,Hyderabad,Khairatabad,NONE,0.0,0.0,0.0
7,2025-07,7,2752,2852,393.14,1,100,3,3,3,35.14,12.04,1.63,5,0,Hyderabad,Khairatabad,NONE,0.43,0.14,0.0
7,2025-08,2,439,439,219.5,2,0,2,1,0,43.0,15.52,0.0,1,0,Hyderabad,Secunderabad,NONE,1.0,1.0,0.0
7,2025-09,2,458,458,229.0,0,0,1,1,1,43.5,9.33,0.0,1,0,Hyderabad,Khairatabad,NONE,0.5,0.0,0.0
7,2025-10,4,752,752,188.0,0,0,1,1,2,36.75,9.39,0.0,1,0,Hyderabad,Abids,NONE,0.25,0.0,0.0
7,2025-11,2,401,401,200.5,1,0,1,1,1,40.5,11.47,2.4,1,0,Hyderabad,Moosapet,NONE,0.5,0.5,0.0
7,2025-12,1,189,189,189.0,0,0,0,1,0,31.0,9.9,4.0,0,0,Hyderabad,Banjara Hills,NONE,0.0,0.0,0.0
8,2025-01,4,1095,1215,273.75,1,80,0,1,1,27.25,13.09,0.0,3,0,Hyderabad,Khairatabad,ONE_LITE,0.0,0.25,0.0
8,2025-02,1,85,95,85.0,0,0,0,0,0,32.0,10.41,4.0,0,0,Hyderabad,Banjara Hills,ONE_LITE,0.0,0.0,0.0
8,2025-03,2,802,822,401.0,0,0,0,0,0,28.0,8.2,0.0,0,0,Hyderabad,Khairatabad,ONE_LITE,0.0,0.0,0.0
8,2025-04,3,1117,1227,372.33,2,80,1,1,0,35.33,10.96,2.2,1,0,Hyderabad,Madhapur,ONE_LITE,0.33,0.67,0.0
8,2025-05,1,248,258,248.0,0,0,0,0,0,34.0,11.16,0.0,0,0,Hyderabad,Banjara Hills,ONE_LITE,0.0,0.0,0.0
8,2025-06,2,477,497,238.5,1,0,0,0,1,29.0,7.94,0.0,1,0,Hyderabad,Banjara Hills,ONE_LITE,0.0,0.5,0.0
8,2025-07,1,179,189,179.0,1,0,0,0,0,35.0,19.76,1.1,0,0,Hyderabad,New Maruthi Nagar,ONE_LITE,0.0,1.0,0.0
8,2025-08,2,487,642,243.5,1,135,0,0,0,31.5,5.56,0.0,1,0,Hyderabad,Ameerpet,ONE_LITE,0.0,0.5,0.0
8,2025-09,2,530,590,265.0,1,40,0,0,1,19.0,14.91,2.45,1,0,Hyderabad,Ameerpet,ONE_LITE,0.0,0.5,0.0
8,2025-10,2,716,886,358.0,1,150,0,0,0,28.5,16.9,2.0,0,0,Hyderabad,Abids,ONE_LITE,0.0,0.5,0.0
8,2025-11,3,351,381,117.0,0,0,0,0,0,29.0,10.4,0.0,0,0,Hyderabad,Abids,ONE_LITE,0.0,0.0,0.0
8,2025-12,4,1306,1346,326.5,1,0,4,1,4,48.0,15.24,0.0,3,0,Hyderabad,Banjara Hills,ONE_LITE,1.0,0.25,0.0
9,2025-01,1,319,344,319.0,0,0,0,0,0,28.0,5.74,0.0,0,0,Hyderabad,Madhapur,ONE,0.0,0.0,0.0
9,2025-02,2,216,306,108.0,2,40,0,1,1,26.0,9.22,0.0,0,0,Hyderabad,Banjara Hills,ONE,0.0,1.0,0.0
9,2025-03,3,493,568,164.33,0,0,1,1,1,34.67,9.36,1.37,0,0,Hyderabad,Madhapur,ONE,0.33,0.0,0.0
9,2025-04,3,623,698,207.67,0,0,1,1,1,32.33,12.72,0.0,2,0,Hyderabad,Abids,ONE,0.33,0.0,0.0
9,2025-05,2,309,359,154.5,0,0,0,0,0,27.0,4.2,1.95,1,0,Hyderabad,Moosapet,ONE,0.0,0.0,0.0
9,2025-06,4,814,914,203.5,1,0,1,0,0,35.25,7.52,1.18,1,0,Hyderabad,Madhapur,ONE,0.25,0.25,0.0
9,2025-07,3,720,795,240.0,0,0,0,0,0,21.33,7.05,1.17,0,0,Hyderabad,Gachibowli,ONE,0.0,0.0,0.0
9,2025-08,4,511,649,127.75,2,38,0,0,0,25.5,9.29,0.0,2,0,Hyderabad,Ameerpet,ONE,0.0,0.5,0.0
9,2025-09,1,105,130,105.0,0,0,0,0,0,19.0,3.8,0.0,0,0,Hyderabad,Moosapet,ONE,0.0,0.0,0.0
9,2025-10,2,649,699,324.5,0,0,0,0,0,28.0,6.48,2.3,1,0,Hyderabad,Kukatpally,ONE,0.0,0.0,0.0
9,2025-11,4,1420,1680,355.0,3,160,3,2,3,43.25,5.31,1.18,2,0,Hyderabad,Moosapet,ONE,0.75,0.75,0.0
9,2025-12,5,890,1239,178.0,4,224,2,1,1,42.8,4.82,1.0,3,0,Hyderabad,Khairatabad,ONE,0.4,0.8,0.0
10,2025-01,1,226,295,226.0,1,44,0,0,0,17.0,4.71,0.0,0,0,Hyderabad,Secunderabad,ONE,0.0,1.0,0.0
10,2025-03,1,85,110,85.0,0,0,0,0,0,14.0,7.97,0.0,1,0,Hyderabad,Moosapet,ONE,0.0,0.0,0.0
10,2025-04,2,566,616,283.0,0,0,0,1,0,29.5,5.88,1.85,0,0,Hyderabad,Banjara Hills,ONE,0.0,0.0,0.0
10,2025-05,1,137,162,137.0,0,0,0,0,1,31.0,7.74,0.0,1,0,Hyderabad,New Maruthi Nagar,ONE,0.0,0.0,0.0
10,2025-06,1,180,205,180.0,1,0,0,0,0,25.0,3.18,5.0,0,0,Hyderabad,Ameerpet,ONE,0.0,1.0,0.0
10,2025-07,5,841,1116,168.2,3,150,2,0,2,41.6,9.27,2.9,1,0,Hyderabad,Kukatpally,ONE,0.4,0.6,0.0
10,2025-08,4,567,667,141.75,1,0,1,0,1,31.25,7.5,0.0,2,0,Hyderabad,New Maruthi Nagar,ONE,0.25,0.25,0.0
10,2025-09,3,1311,1386,437.0,0,0,1,0,0,33.0,6.27,0.37,1,0,Hyderabad,Moosapet,ONE,0.33,0.0,0.0
10,2025-10,4,819,919,204.75,0,0,0,0,0,27.75,7.81,0.0,0,0,Hyderabad,Gachibowli,ONE,0.0,0.0,0.0
10,2025-11,7,850,1025,121.43,2,0,1,1,1,27.43,4.77,0.67,2,0,Hyderabad,New Maruthi Nagar,ONE,0.14,0.29,0.0
10,2025-12,2,804,849,402.0,0,0,0,0,0,24.5,1.25,0.0,0,0,Hyderabad,Khairatabad,ONE,0.0,0.0,0.0
11,2025-01,2,308,308,154.0,1,0,0,1,0,32.5,10.53,0.0,1,0,Hyderabad,Gachibowli,NONE,0.0,0.5,0.0
11,2025-02,3,624,624,208.0,0,0,1,1,0,36.0,4.11,0.0,2,0,Hyderabad,Banjara Hills,NONE,0.33,0.0,0.0
11,2025-03,3,347,347,115.67,0,0,1,0,0,39.0,7.11,1.23,2,0,Hyderabad,Madhapur,NONE,0.33,0.0,0.0
11,2025-04,4,1281,1325,320.25,3,44,3,0,1,46.25,6.2,2.02,2,0,Hyderabad,Kukatpally,NONE,0.75,0.75,0.0
11,2025-05,1,198,198,198.0,0,0,1,0,1,49.0,4.93,0.0,1,0,Hyderabad,Secunderabad,NONE,1.0,0.0,0.0
11,2025-06,4,1587,1707,396.75,3,120,2,1,2,32.25,5.84,0.82,0,0,Hyderabad,Moosapet,NONE,0.5,0.75,0.0
11,2025-07,2,404,404,202.0,0,0,1,0,1,31.0,10.62,2.2,1,0,Hyderabad,Gachibowli,NONE,0.5,0.0,0.0
11,2025-08,3,274,274,91.33,0,0,1,0,1,31.67,7.88,1.67,1,0,Hyderabad,Madhapur,NONE,0.33,0.0,0.0
11,2025-09,3,583,583,194.33,1,0,0,0,1,35.0,5.52,2.03,0,0,Hyderabad,Banjara Hills,NONE,0.0,0.33,0.0
11,2025-10,4,1400,1528,350.0,1,128,0,0,0,23.75,5.54,0.35,0,0,Hyderabad,Moosapet,NONE,0.0,0.25,0.0
12,2024-12,1,762,762,762.0,0,0,0,0,0,36.0,8.44,0.0,0,0,Hyderabad,Secunderabad,NONE,0.0,0.0,0.0
12,2025-01,6,609,609,101.5,4,0,1,3,2,31.83,7.22,2.73,1,0,Hyderabad,Secunderabad,NONE,0.17,0.67,0.0
12,2025-02,1,60,60,60.0,1,0,0,0,1,37.0,9.96,0.0,0,0,Hyderabad,Abids,NONE,0.0,1.0,0.0
12,2025-03,3,679,759,226.33,2,80,0,0,0,29.67,8.73,0.97,1,0,Hyderabad,Banjara Hills,NONE,0.0,0.67,0.0
12,2025-04,1,460,500,460.0,1,40,0,0,0,26.0,0.73,4.1,0,0,Hyderabad,Moosapet,NONE,0.0,1.0,0.0
12,2025-05,2,663,663,331.5,0,0,0,0,0,16.5,3.62,0.0,1,0,Hyderabad,Ameerpet,NONE,0.0,0.0,0.0
12,2025-06,1,306,306,306.0,0,0,0,0,0,23.0,4.09,0.0,1,0,Hyderabad,Madhapur,NONE,0.0,0.0,0.0
12,2025-07,3,590,590,196.67,0,0,0,0,0,25.0,6.16,0.0,1,0,Hyderabad,Abids,NONE,0.0,0.0,0.0
12,2025-08,5,1057,1207,211.4,2,150,0,1,1,27.0,3.48,1.56,2,0,Hyderabad,Moosapet,NONE,0.0,0.4,0.0
12,2025-09,2,673,673,336.5,0,0,1,1,0,38.5,2.56,2.05,0,0,Hyderabad,Ameerpet,NONE,0.5,0.0,0.0
12,2025-10,1,60,60,60.0,0,0,0,0,0,36.0,8.62,4.9,1,0,Hyderabad,Gachibowli,NONE,0.0,0.0,0.0
12,2025-11,2,930,970,465.0,1,40,1,2,1,46.5,2.42,0.0,2,0,Hyderabad,Madhapur,NONE,0.5,0.5,0.0
12,2025-12,2,413,413,206.5,1,0,1,0,0,32.0,5.91,2.35,1,0,Hyderabad,Khairatabad,NONE,0.5,0.5,0.0
13,2025-01,2,639,639,319.5,0,0,0,0,1,31.0,18.0,0.0,1,0,Hyderabad,Kukatpally,NONE,0.0,0.0,0.0
13,2025-02,1,162,162,162.0,0,0,0,1,1,36.0,7.72,3.0,0,0,Hyderabad,Khairatabad,NONE,0.0,0.0,0.0
13,2025-03,3,956,996,318.67,1,40,0,0,1,27.67,12.0,2.33,3,0,Hyderabad,Kukatpally,NONE,0.0,0.33,0.0
13,2025-05,1,144,144,144.0,0,0,1,0,0,44.0,15.89,0.0,0,0,Hyderabad,Moosapet,NONE,1.0,0.0,0.0
13,2025-06,1,196,196,196.0,0,0,0,1,0,33.0,16.46,0.0,0,0,Hyderabad,Madhapur,NONE,0.0,0.0,0.0
13,2025-07,2,618,618,309.0,0,0,0,0,0,30.0,12.92,4.15,1,0,Hyderabad,Gachibowli,NONE,0.0,0.0,0.0
13,2025-08,1,321,321,321.0,0,0,0,0,0,19.0,8.72,4.3,0,0,Hyderabad,Secunderabad,NONE,0.0,0.0,0.0
13,2025-09,5,882,882,176.4,2,0,1,1,1,33.2,10.17,1.42,2,0,Hyderabad,Ameerpet,NONE,0.2,0.4,0.0
13,2025-10,5,1186,1226,237.2,1,40,2,0,1,37.4,11.11,0.8,0,0,Hyderabad,Madhapur,NONE,0.4,0.2,0.0
13,2025-11,2,381,381,190.5,1,0,0,1,0,31.0,13.04,1.95,1,0,Hyderabad,Banjara Hills,NONE,0.0,0.5,0.0
13,2025-12,1,148,148,148.0,1,0,0,0,0,28.0,16.83,0.0,1,0,Hyderabad,Madhapur,NONE,0.0,1.0,0.0
14,2025-01,3,343,343,114.33,1,0,0,1,0,28.33,6.53,0.0,0,0,Hyderabad,Khairatabad,NONE,0.0,0.33,0.0
14,2025-02,3,402,402,134.0,0,0,1,0,0,37.67,8.39,1.5,0,0,Hyderabad,Kukatpally,NONE,0.33,0.0,0.0
14,2025-03,3,406,406,135.33,0,0,2,2,1,48.0,11.91,2.73,1,0,Hyderabad,Moosapet,NONE,0.67,0.0,0.0
14,2025-04,4,1082,1082,270.5,0,0,1,1,1,27.25,8.92,0.0,3,0,Hyderabad,Madhapur,NONE,0.25,0.0,0.0
14,2025-05,3,417,417,139.0,0,0,0,0,0,26.33,4.05,1.2,2,0,Hyderabad,Madhapur,NONE,0.0,0.0,0.0
14,2025-06,2,308,348,154.0,1,40,0,0,0,30.0,10.2,4.35,0,0,Hyderabad,Ameerpet,NONE,0.0,0.5,0.0
14,2025-07,2,309,309,154.5,0,0,1,0,0,31.0,4.65,2.4,1,0,Hyderabad,Khairatabad,NONE,0.5,0.0,0.0
14,2025-08,2,444,484,222.0,1,40,0,0,0,27.5,10.42,2.5,1,0,Hyderabad,Madhapur,NONE,0.0,0.5,0.0
14,2025-09,1,79,79,79.0,0,0,0,1,0,35.0,3.23,0.0,0,0,Hyderabad,Khairatabad,NONE,0.0,0.0,0.0
14,2025-10,1,110,110,110.0,0,0,0,0,0,25.0,0.35,4.2,0,0,Hyderabad,Abids,NONE,0.0,0.0,0.0
14,2025-11,1,324,324,324.0,0,0,0,0,0,23.0,0.48,0.0,1,0,Hyderabad,Abids,NONE,0.0,0.0,0.0
15,2024-12,1,554,564,554.0,0,0,0,0,0,26.0,11.1,0.0,1,0,Hyderabad,Madhapur,ONE_LITE,0.0,0.0,0.0
15,2025-01,2,160,180,80.0,2,0,1,0,0,39.0,6.06,0.0,0,0,Hyderabad,Banjara Hills,ONE_LITE,0.5,1.0,0.0
15,2025-02,4,786,826,196.5,0,0,1,0,2,32.25,9.99,1.27,0,0,Hyderabad,Madhapur,ONE_LITE,0.25,0.0,0.0
15,2025-03,2,160,180,80.0,0,0,1,0,0,28.5,5.64,0.0,1,0,Hyderabad,Secunderabad,ONE_LITE,0.5,0.0,0.0
15,2025-05,2,380,480,190.0,1,80,0,0,0,29.0,9.58,0.0,1,0,Hyderabad,Moosapet,ONE_LITE,0.0,0.5,0.0
15,2025-06,6,1108,1248,184.67,1,80,1,0,1,30.67,9.83,0.55,2,0,Hyderabad,New Maruthi Nagar,ONE_LITE,0.17,0.17,0.0
15,2025-07,4,1106,1146,276.5,0,0,1,2,1,34.0,6.05,1.0,1,0,Hyderabad,Kukatpally,ONE_LITE,0.25,0.0,0.0
15,2025-08,1,339,436,339.0,1,87,0,0,0,31.0,8.24,0.0,1,0,Hyderabad,Moosapet,ONE_LITE,0.0,1.0,0.0
15,2025-09,3,789,819,263.0,1,0,0,0,0,24.0,9.96,2.73,0,0,Hyderabad,Banjara Hills,ONE_LITE,0.0,0.33,0.0
15,2025-10,4,1304,1384,326.0,1,40,1,1,1,28.5,11.04,0.68,1,0,Hyderabad,Madhapur,ONE_LITE,0.25,0.25,0.0
15,2025-11,1,267,277,267.0,0,0,0,0,0,32.0,7.97,3.8,0,0,Hyderabad,Moosapet,ONE_LITE,0.0,0.0,0.0
15,2025-12,2,704,804,352.0,2,80,0,0,0,27.5,9.04,2.25,0,0,Hyderabad,Madhapur,ONE_LITE,0.0,1.0,0.0
16,2025-01,4,658,698,164.5,3,0,1,1,0,37.75,12.24,3.22,1,0,Hyderabad,New Maruthi Nagar,ONE_LITE,0.25,0.75,0.0
16,2025-03,2,492,512,246.0,0,0,2,1,0,45.5,9.23,0.0,0,0,Hyderabad,Kukatpally,ONE_LITE,1.0,0.0,0.0
16,2025-04,1,698,708,698.0,0,0,1,1,1,56.0,4.01,0.0,0,0,Hyderabad,Ameerpet,ONE_LITE,1.0,0.0,0.0
16,2025-05,3,725,755,241.67,1,0,0,1,1,23.67,8.53,2.23,1,0,Hyderabad,Gachibowli,ONE_LITE,0.0,0.33,0.0
16,2025-06,2,271,291,135.5,0,0,0,0,0,26.5,6.68,0.0,0,0,Hyderabad,Gachibowli,ONE_LITE,0.0,0.0,0.0
16,2025-07,2,261,281,130.5,0,0,1,1,1,41.0,6.62,2.5,0,0,Hyderabad,Banjara Hills,ONE_LITE,0.5,0.0,0.0
16,2025-08,1,166,176,166.0,0,0,0,0,0,34.0,9.85,0.0,0,0,Hyderabad,Abids,ONE_LITE,0.0,0.0,0.0
16,2025-09,3,877,907,292.33,0,0,1,0,1,39.67,7.68,0.0,2,0,Hyderabad,Kukatpally,ONE_LITE,0.33,0.0,0.0
16,2025-10,5,1065,1115,213.0,2,0,1,0,1,28.4,6.57,0.0,0,0,Hyderabad,New Maruthi Nagar,ONE_LITE,0.2,0.4,0.0
16,2025-11,2,416,436,208.0,0,0,0,0,0,28.5,4.65,0.0,1,0,Hyderabad,Moosapet,ONE_LITE,0.0,0.0,0.0
16,2025-12,2,208,228,104.0,0,0,1,1,0,33.0,4.03,0.0,1,0,Hyderabad,Madhapur,ONE_LITE,0.5,0.0,0.0
17,2024-12,2,332,372,166.0,1,40,0,0,1,35.0,13.52,0.0,1,0,Hyderabad,Abids,NONE,0.0,0.5,0.0
17,2025-01,4,834,874,208.5,2,40,3,3,2,50.5,10.22,0.0,0,0,Hyderabad,Secunderabad,NONE,0.75,0.5,0.0
