order_id,transaction_date,city,device_type,gross_amount,coupon_discount_amount,membership_benefit_amount,total_discount_amount,quantity,rating,coupon_used_num,surge_num,raining_num,campaign_exposed_num,delivery_success_num,membership_tier,restaurant_name,product_name,cuisine_tag,coupon_name,campaign_name,channel,objective,net_amount,order_month,order_dayofweek,delay_prediction,delay_risk,delay_probability,recommendation
NEW1028,2026-07-28,Bangalore,iOS,4572,100,0,0,1,4.0,0,0,1,0,1,NONE,Demo Restaurant,Haleem,South Indian,WELCOME59,Campaign A,Push,Retention,4572,7,1,0,Low Delay Risk,0.46,Normal monitoring
NEW1029,2026-07-28,Hyderabad,Android,567,0,50,150,2,3.0,1,1,1,1,1,ONE_PLUS,Demo Restaurant,Chicken Biryani,Continental,NONE,NONE,NONE,NONE,417,7,1,1,High Delay Risk,0.64,Increase delivery partner availability / monitor zone
NEW1030,2026-07-28,Bangalore,iOS,589,100,0,0,4,3.5,0,0,1,0,1,NONE,Demo Restaurant,Mutton Biryani,Andhra,WELCOME59,Campaign B,Push,Retention,589,7,1,0,Low Delay Risk,0.42,Normal monitoring
NEW1031,2026-07-28,Hyderabad,Android,5784,0,50,150,6,4.2,1,1,1,1,1,ONE_PLUS,Demo Restaurant,Nihari,Andhra,WELCOME60,Campaign A,Push,Retention,5634,7,1,1,High Delay Risk,0.63,Increase delivery partner availability / monitor zone
NEW1032,2026-07-28,Bangalore,iOS,907,100,0,0,8,4.8,0,0,0,0,1,NONE,Demo Restaurant,Phirni,Desserts,NONE,NONE,NONE,NONE,907,7,1,0,Low Delay Risk,0.17,Normal monitoring
NEW1033,2026-07-28,Hyderabad,Android,1000,0,50,150,8,4.5,1,1,1,1,1,ONE_PLUS,Demo Restaurant,Irani Chai,Andhra,WELCOME60,Campaign B,Push,Retention,850,7,1,1,High Delay Risk,0.56,Increase delivery partner availability / monitor zone
NEW1034,2026-07-28,Bangalore,iOS,2000,100,0,0,3,3.0,0,0,0,0,1,NONE,Demo Restaurant,Masala Dosa,Continental,WELCOME61,Campaign A,Push,Retention,2000,7,1,0,Low Delay Risk,0.1788510112446785,Normal monitoring
NEW1035,2026-07-28,Hyderabad,Android,1200,0,50,150,2,4.0,1,1,1,1,1,ONE_PLUS,Demo Restaurant,Pesarattu,Chinese,NONE,NONE,NONE,NONE,1050,7,1,1,High Delay Risk,0.54,Increase delivery partner availability / monitor zone
NEW1036,2026-07-28,Bangalore,iOS,450,300,0,0,1,4.2,0,0,0,0,1,NONE,Demo Restaurant,Idli Vada,Hyderabadi,WELCOME61,Campaign B,Push,Retention,450,7,1,0,Low Delay Risk,0.21,Normal monitoring
NEW1037,2026-07-28,Hyderabad,Android,358,100,50,150,4,5.0,1,1,1,1,1,ONE_PLUS,Demo Restaurant,Veg Biryani,Bakery,WELCOME62,Campaign A,Push,Retention,208,7,1,1,High Delay Risk,0.62,Increase delivery partner availability / monitor zone
NEW1038,2026-07-28,Bangalore,iOS,444,0,0,0,5,4.0,0,0,0,0,1,NONE,Demo Restaurant,Curd Rice,Cafe,NONE,NONE,NONE,NONE,444,7,1,0,Low Delay Risk,0.18,Normal monitoring
NEW1039,2026-07-28,Hyderabad,Android,32,100,40,300,6,3.0,1,1,1,1,1,ONE_PLUS,Demo Restaurant,Filter Coffee,Andhra,WELCOME62,Campaign B,Push,Retention,-268,7,1,1,High Delay Risk,0.54,Increase delivery partner availability / monitor zone
NEW1040,2026-07-28,Bangalore,iOS,666,0,50,150,7,3.5,0,0,0,0,1,NONE,Demo Restaurant,Mutton Biryani,Andhra,WELCOME63,Campaign A,Push,Retention,516,7,1,0,Low Delay Risk,0.16,Normal monitoring
NEW1041,2026-07-28,Hyderabad,Android,542,100,0,0,8,4.2,1,1,1,1,1,ONE_PLUS,Demo Restaurant,Chicken Biryani,Cafe,NONE,NONE,NONE,NONE,542,7,1,1,High Delay Risk,0.65,Increase delivery partner availability / monitor zone
NEW1042,2026-07-28,Bangalore,iOS,5332,0,50,150,1,4.8,0,0,0,0,1,NONE,Demo Restaurant,Chicken 65,Chinese,WELCOME63,Campaign B,Push,Retention,5182,7,1,0,Low Delay Risk,0.24,Normal monitoring
NEW1043,2026-07-28,Hyderabad,Android,4664,100,0,0,2,4.5,1,1,1,1,1,ONE_PLUS,Demo Restaurant,Mutton Fry,Continental,WELCOME64,Campaign A,Push,Retention,4664,7,1,1,High Delay Risk,0.55,Increase delivery partner availability / monitor zone
NEW1044,2026-07-28,Bangalore,iOS,350,0,50,150,3,3.0,0,0,0,0,1,NONE,Demo Restaurant,Raita,South Indian,NONE,NONE,NONE,NONE,200,7,1,0,Low Delay Risk,0.2,Normal monitoring
NEW1045,2026-07-28,Hyderabad,Android,900,300,0,0,4,4.0,1,1,1,1,1,ONE_PLUS,Demo Restaurant,Salan,Andhra,WELCOME64,Campaign B,Push,Retention,900,7,1,1,High Delay Risk,0.64,Increase delivery partner availability / monitor zone
NEW1046,2026-07-28,Bangalore,iOS,789,100,50,150,5,4.2,0,0,0,0,1,NONE,Demo Restaurant,Butter Dosa,South Indian,WELCOME65,Campaign A,Push,Retention,639,7,1,0,Low Delay Risk,0.14,Normal monitoring
NEW1047,2026-07-28,Hyderabad,Android,765,0,0,0,6,5.0,1,1,1,1,1,ONE_PLUS,Demo Restaurant,Onion Dosa,Chinese,NONE,NONE,NONE,NONE,765,7,1,1,High Delay Risk,0.53,Increase delivery partner availability / monitor zone
NEW1048,2026-07-28,Bangalore,iOS,456,100,50,150,7,4.0,0,0,0,0,1,NONE,Demo Restaurant,Podi Idli,Andhra,WELCOME65,Campaign B,Push,Retention,306,7,1,0,Low Delay Risk,0.23,Normal monitoring
NEW1049,2026-07-28,Hyderabad,Android,780,0,0,0,89,3.0,1,1,1,1,1,ONE_PLUS,Demo Restaurant,Upma,South Indian,WELCOME66,Campaign A,Push,Retention,780,7,1,1,High Delay Risk,0.6,Increase delivery partner availability / monitor zone
NEW1050,2026-07-28,Bangalore,iOS,267,100,50,150,4,3.5,0,0,0,0,1,NONE,Demo Restaurant,Kesari Bath,Andhra,NONE,NONE,NONE,NONE,117,7,1,0,Low Delay Risk,0.19,Normal monitoring
NEW1051,2026-07-28,Hyderabad,Android,436,0,0,0,2,4.2,1,1,1,1,1,ONE_PLUS,Demo Restaurant,Puffs,Chinese,WELCOME66,Campaign B,Push,Retention,436,7,1,1,High Delay Risk,0.69,Increase delivery partner availability / monitor zone
NEW1052,2026-07-28,Bangalore,iOS,2999,100,40,300,2,4.8,0,0,0,0,1,NONE,Demo Restaurant,Chicken Sandwich,Bakery,WELCOME67,Campaign A,Push,Retention,2699,7,1,0,Low Delay Risk,0.2,Normal monitoring
NEW1053,2026-07-28,Hyderabad,Android,2048,0,50,150,33,4.5,1,1,0,1,1,ONE_PLUS,Demo Restaurant,Veg Sandwich,Continental,NONE,NONE,NONE,NONE,1898,7,1,0,Low Delay Risk,0.3671971275252525,Normal monitoring
NEW1054,2026-07-28,Bangalore,iOS,3746,300,0,0,5,3.0,0,0,0,0,1,NONE,Demo Restaurant,Pastries,North Indian,WELCOME67,Campaign B,Push,Retention,3746,7,1,0,Low Delay Risk,0.22,Normal monitoring
NEW1055,2026-07-28,Hyderabad,Android,399,100,50,150,7,4.0,1,1,0,1,1,ONE_PLUS,Demo Restaurant,Tea,Continental,WELCOME68,Campaign A,Push,Retention,249,7,1,0,Low Delay Risk,0.43,Normal monitoring
NEW1056,2026-07-28,Bangalore,iOS,700,0,0,0,8,4.2,0,0,0,0,1,NONE,Demo Restaurant,Coffee,Continental,NONE,NONE,NONE,NONE,700,7,1,0,Low Delay Risk,0.11,Normal monitoring
NEW1057,2026-07-28,Hyderabad,Android,600,100,50,150,4,5.0,1,1,0,1,1,ONE_PLUS,Demo Restaurant,Chocolate Fantasy,Chinese,WELCOME68,Campaign B,Push,Retention,450,7,1,0,Low Delay Risk,0.32,Normal monitoring
NEW1058,2026-07-28,Bangalore,iOS,500,0,0,0,2,4.0,0,0,0,0,1,NONE,Demo Restaurant,Oreo Overload,Andhra,WELCOME69,Campaign A,Push,Retention,500,7,1,0,Low Delay Risk,0.23,Normal monitoring
NEW1059,2026-07-28,Hyderabad,Android,4000,100,50,150,1,3.0,1,1,0,1,1,ONE_PLUS,Demo Restaurant,Fruit Exotica,North Indian,NONE,NONE,NONE,NONE,3850,7,1,0,Low Delay Risk,0.42,Normal monitoring
NEW1060,2026-07-28,Bangalore,iOS,8009,0,0,0,2,3.5,0,0,0,0,1,NONE,Demo Restaurant,Waffle Sundae,Cafe,WELCOME69,Campaign B,Push,Retention,8009,7,1,0,Low Delay Risk,0.23,Normal monitoring
NEW1061,2026-07-28,Hyderabad,Android,900,100,50,150,4,4.2,1,1,0,1,1,ONE_PLUS,Demo Restaurant,Brownie Blast,South Indian,WELCOME70,Campaign A,Push,Retention,750,7,1,0,Low Delay Risk,0.47,Normal monitoring
NEW1062,2026-07-28,Bangalore,iOS,4572,0,0,0,6,4.8,0,0,0,0,1,NONE,Demo Restaurant,Classic Burger,Bakery,NONE,NONE,NONE,NONE,4572,7,1,0,Low Delay Risk,0.12,Normal monitoring
NEW1063,2026-07-28,Hyderabad,Android,567,300,50,150,8,4.5,1,1,0,1,1,ONE_PLUS,Demo Restaurant,Peri Peri Chicken Burger,Desserts,WELCOME70,Campaign B,Push,Retention,417,7,1,0,Low Delay Risk,0.44,Normal monitoring
NEW1064,2026-07-28,Bangalore,iOS,589,100,0,0,8,3.0,0,0,0,0,1,NONE,Demo Restaurant,Pasta Alfredo,Chinese,WELCOME71,Campaign A,Push,Retention,589,7,1,0,Low Delay Risk,0.22,Normal monitoring
NEW1065,2026-07-28,Hyderabad,Android,5784,0,40,300,3,4.0,1,1,0,1,1,ONE_PLUS,Demo Restaurant,Steak Sizzler,Cafe,NONE,NONE,NONE,NONE,5484,7,1,0,Low Delay Risk,0.41719712752525256,Normal monitoring
NEW1066,2026-07-28,Bangalore,iOS,907,100,50,150,2,4.2,0,0,0,0,1,NONE,Demo Restaurant,Nachos,South Indian,WELCOME71,Campaign B,Push,Retention,757,7,1,0,Low Delay Risk,0.17,Normal monitoring
NEW1067,2026-07-28,Hyderabad,Android,1000,0,0,0,1,5.0,1,1,0,1,1,ONE_PLUS,Demo Restaurant,Chocolate Fudge,Continental,WELCOME72,Campaign A,Push,Retention,1000,7,1,0,Low Delay Risk,0.43,Normal monitoring
NEW1068,2026-07-28,Bangalore,iOS,2000,100,50,150,4,4.0,0,0,0,0,1,NONE,Demo Restaurant,Chicken Wings,Hyderabadi,NONE,NONE,NONE,NONE,1850,7,1,0,Low Delay Risk,0.19,Normal monitoring
NEW1069,2026-07-28,Hyderabad,Android,456,0,0,0,5,3.0,1,1,0,1,1,ONE_PLUS,Demo Restaurant,Andhra Meals,Hyderabadi,WELCOME72,Campaign B,Push,Retention,456,7,1,0,Low Delay Risk,0.49,Normal monitoring
NEW1070,2026-07-28,Bangalore,iOS,780,100,50,150,6,3.5,0,0,0,0,1,NONE,Demo Restaurant,Chicken Biryani,Continental,WELCOME73,Campaign A,Push,Retention,630,7,1,0,Low Delay Risk,0.23,Normal monitoring
NEW1071,2026-07-28,Hyderabad,Android,267,0,0,0,7,4.2,1,1,0,1,1,ONE_PLUS,Demo Restaurant,Mutton Curry,Desserts,NONE,NONE,NONE,NONE,267,7,1,0,Low Delay Risk,0.43,Normal monitoring
NEW1072,2026-07-28,Bangalore,iOS,436,300,50,150,8,4.8,0,0,0,0,1,NONE,Demo Restaurant,Gongura Chicken,Chinese,WELCOME73,Campaign B,Push,Retention,286,7,1,0,Low Delay Risk,0.19,Normal monitoring
NEW1073,2026-07-28,Hyderabad,Android,2999,100,0,0,1,4.5,1,1,0,1,1,ONE_PLUS,Demo Restaurant,Prawn Fry,Andhra,WELCOME74,Campaign A,Push,Retention,2999,7,1,0,Low Delay Risk,0.43,Normal monitoring
NEW1074,2026-07-28,Bangalore,iOS,2048,0,50,150,2,3.0,0,0,0,0,1,NONE,Demo Restaurant,Curd Rice,South Indian,NONE,NONE,NONE,NONE,1898,7,1,0,Low Delay Risk,0.12,Normal monitoring
NEW1075,2026-07-28,Hyderabad,Android,3746,100,0,0,3,4.0,1,1,0,1,1,ONE_PLUS,Demo Restaurant,Benna Masala Dosa,Continental,WELCOME74,Campaign B,Push,Retention,3746,7,1,1,High Delay Risk,0.5071971275252526,Increase delivery partner availability / monitor zone
NEW1076,2026-07-28,Bangalore,iOS,399,0,50,150,4,4.2,0,0,0,0,1,NONE,Demo Restaurant,Idli Vada,South Indian,WELCOME75,Campaign A,Push,Retention,249,7,1,0,Low Delay Risk,0.12,Normal monitoring
NEW1077,2026-07-28,Hyderabad,Android,700,100,0,0,5,5.0,1,1,0,1,1,ONE_PLUS,Demo Restaurant,Kesari Bath,Bakery,NONE,NONE,NONE,NONE,700,7,1,0,Low Delay Risk,0.36,Normal monitoring
NEW1078,2026-07-28,Bangalore,iOS,600,0,40,300,6,4.0,0,0,0,0,1,NONE,Demo Restaurant,Poori Sagu,Desserts,WELCOME75,Campaign B,Push,Retention,300,7,1,0,Low Delay Risk,0.28,Normal monitoring
NEW1079,2026-07-28,Hyderabad,Android,500,100,50,150,7,3.0,1,1,0,1,1,ONE_PLUS,Demo Restaurant,Filter Coffee,Bakery,WELCOME76,Campaign A,Push,Retention,350,7,1,0,Low Delay Risk,0.39,Normal monitoring
NEW1080,2026-07-28,Bangalore,iOS,4000,0,0,0,89,3.5,0,0,0,0,1,NONE,Demo Restaurant,Masala Dosa,Chinese,NONE,NONE,NONE,NONE,4000,7,1,0,Low Delay Risk,0.24,Normal monitoring
NEW1081,2026-07-28,Hyderabad,Android,200,300,40,300,4,2.0,1,1,0,1,1,ONE_PLUS,Demo Restaurant,Rava Idli,North Indian,WELCOME76,Campaign B,Push,Retention,-100,7,1,0,Low Delay Risk,0.42,Normal monitoring
