transaction_date,total_orders,total_revenue,avg_delivery_minutes,coupon_burn,delayed_orders,revenue_7day_avg,delivery_7day_avg,orders_7day_avg,revenue_anomaly,delivery_delay_anomaly,orders_anomaly
2025-02-14,425,94027,33.98352941176471,5290,125,97185.85714285714,34.1270335794462,434.57142857142856,0,0,0
2025-02-15,465,98525,34.0258064516129,3330,140,98387.14285714286,34.05796274030784,439.57142857142856,0,0,0
2025-02-16,436,106470,34.22935779816514,2832,130,99544.85714285714,34.06839644874851,439.7142857142857,0,0,0
2025-02-17,408,91044,33.997549019607845,5346,118,97498.85714285714,33.99724706388443,433.14285714285717,0,0,0
2025-02-18,422,94716,34.38151658767772,3235,108,96036.0,34.11897632430898,425.42857142857144,0,0,0
2025-02-19,410,92107,34.25365853658536,3195,113,96484.28571428571,34.15812129154927,427.85714285714283,0,0,0
2025-02-20,455,100312,34.395604395604394,4294,128,96743.0,34.181003171574005,431.57142857142856,0,0,0
2025-02-21,410,89988,34.31463414634146,3866,113,96166.0,34.228303847942115,429.42857142857144,0,0,0
2025-02-22,443,101047,33.44469525959368,3486,109,96526.28571428571,34.14528796336794,426.2857142857143,0,0,0
2025-02-23,484,109085,33.87809917355372,4480,141,96899.85714285714,34.095108159852025,433.14285714285717,0,0,0
2025-02-24,455,103746,33.84175824175824,4580,125,98714.42857142857,34.07285233444494,439.85714285714283,0,0,0
2025-02-25,431,101179,33.55452436194896,4269,112,99637.71428571429,33.95471058791226,441.14285714285717,0,0,0
2025-02-26,415,92375,33.72289156626506,3456,118,99676.0,33.87888673500936,441.85714285714283,0,0,0
2025-02-27,438,93117,33.78767123287671,3708,127,98648.14285714286,33.792039140333976,439.42857142857144,0,0,0
2025-02-28,446,108307,34.634529147982065,3789,132,101265.14285714286,33.837738426282634,444.57142857142856,0,0,0
2025-03-01,469,105480,34.28784648187633,4556,130,101898.42857142857,33.958188600894445,448.2857142857143,0,0,0
2025-03-02,444,98566,34.403153153153156,3536,128,100395.71428571429,34.03319631226579,442.57142857142856,0,0,0
2025-03-03,406,99063,33.672413793103445,4677,99,99726.71428571429,34.009004248172246,435.57142857142856,0,0,0
2025-03-04,467,108691,34.0813704496788,3695,134,100799.85714285714,34.084267974990794,440.7142857142857,0,0,0
2025-03-05,439,97157,34.184510250569474,3911,121,101483.0,34.150213501319996,444.14285714285717,0,0,0
2025-03-06,462,103458,34.02813852813853,3454,130,102960.28571428571,34.18456597207169,447.57142857142856,0,0,0
2025-03-07,394,85263,34.28934010152284,3495,112,99668.28571428571,34.13525325114894,440.14285714285717,0,0,0
2025-03-08,417,89896,33.50359712230216,2918,102,97442.0,34.02321762835263,432.7142857142857,0,0,0
2025-03-09,420,93377,34.36190476190476,4089,122,96700.71428571429,34.01732500103143,429.2857142857143,0,0,0
2025-03-10,414,96449,34.67391304347826,4733,121,96327.28571428571,34.16039632251355,430.42857142857144,0,0,0
2025-03-11,406,95008,33.389162561576356,2656,107,94372.57142857143,34.061509481356055,421.7142857142857,0,0,0
2025-03-12,420,92305,34.31428571428572,4100,122,93679.42857142857,34.080048833315516,419.0,0,0,0
2025-03-13,420,92561,33.976190476190474,4330,125,92122.71428571429,34.072627683037226,413.0,0,0,0
2025-03-14,439,92822,34.47380410022779,3979,127,93202.57142857143,34.09897968285222,419.42857142857144,0,0,0
2025-03-15,455,102861,33.03736263736264,4547,113,95054.71428571429,34.03237475643228,424.85714285714283,0,0,0
2025-03-16,445,99251,33.429213483146064,3752,112,95893.85714285714,33.89913314518104,428.42857142857144,0,0,0
2025-03-17,432,97227,34.26851851851852,4328,124,96005.0,33.84121964161536,431.0,0,0,0
2025-03-18,454,98498,34.35462555066079,3521,142,96503.57142857143,33.97914292577029,437.85714285714283,0,0,0
2025-03-19,434,90034,35.06221198156682,3210,133,96179.14285714286,34.08598953538187,439.85714285714283,0,0,0
2025-03-20,458,105259,35.34061135371179,5450,157,97993.14285714286,34.2809068035992,445.2857142857143,0,0,0
2025-03-21,433,94100,34.58660508083141,3852,124,98175.71428571429,34.29702122939972,444.42857142857144,0,0,0
2025-03-22,440,92608,33.725,3497,112,96711.0,34.39525513834791,442.2857142857143,0,0,0
2025-03-23,456,108807,33.791666666666664,3752,118,98076.14285714286,34.447034164565146,443.85714285714283,0,0,0
2025-03-24,382,85744,34.12565445026178,4554,95,96435.71428571429,34.426625011957036,436.7142857142857,0,0,0
2025-03-25,391,86947,33.70076726342711,2218,100,94785.57142857143,34.33321668520937,427.7142857142857,0,0,0
2025-03-26,437,101420,33.787185354691076,3731,117,96412.14285714286,34.15107002422712,428.14285714285717,0,0,0
2025-03-27,416,97154,34.34134615384615,4410,113,95254.28571428571,34.00831785281774,422.14285714285717,0,0,0
2025-03-28,423,96878,35.470449172576835,3630,133,95651.14285714286,34.13458129449566,420.7142857142857,0,0,0
2025-03-29,395,84906,33.769620253164554,4064,112,94550.85714285714,34.14095561637631,414.2857142857143,0,0,0
2025-03-30,443,99009,33.43566591422122,3805,114,93151.14285714286,34.09009836602696,412.42857142857144,0,0,0
2025-03-31,438,94313,34.5662100456621,4091,124,94375.28571428571,34.15303487965558,420.42857142857144,0,0,0
2025-04-01,444,98560,34.39414414414414,4002,121,96034.28571428571,34.252088719758014,428.0,0,0,0
2025-04-02,425,97813,34.498823529411766,3848,120,95519.0,34.35375131614668,426.2857142857143,0,0,0
2025-04-03,469,108455,34.88699360341151,3449,136,97133.42857142857,34.431700951798874,433.85714285714283,0,0,0
2025-04-04,448,104955,33.90625,3381,121,98287.28571428571,34.20824392714504,437.42857142857144,0,0,0
2025-04-05,439,100625,34.3621867881549,3050,127,100532.85714285714,34.292896289286524,443.7142857142857,0,0,0
2025-04-06,442,98237,34.63800904977376,3981,137,100422.57142857143,34.46465959436546,443.57142857142856,0,0,0
2025-04-07,427,89566,34.79625292740047,4903,132,99744.42857142857,34.49752286318522,442.0,0,0,0
2025-04-08,408,91909,33.629901960784316,4027,108,98794.28571428571,34.38834540841953,436.85714285714283,0,0,0
2025-04-09,464,103741,34.036637931034484,4424,119,99641.14285714286,34.32231889436564,442.42857142857144,0,0,0
2025-04-10,423,91630,32.817966903073284,4442,104,97237.57142857143,34.02674365146017,435.85714285714283,0,0,0
2025-04-11,465,103315,33.24516129032258,3438,116,97003.28571428571,33.93230240722055,438.2857142857143,0,0,0
2025-04-12,438,97750,34.29908675799087,4480,117,96592.57142857143,33.92328811719711,438.14285714285717,0,0,0
2025-04-13,418,93421,34.313397129186605,4119,116,95904.57142857143,33.87691498568466,434.7142857142857,0,0,0
2025-04-14,436,96368,34.81651376146789,4205,126,96876.28571428571,33.879809390551436,436.0,0,0,0
2025-04-15,463,105088,34.48596112311015,4252,132,98759.0,34.00210355659798,443.85714285714283,0,0,0
2025-04-16,414,92883,34.207729468599034,4004,124,97207.85714285714,34.02654520482149,436.7142857142857,0,0,0
2025-04-17,430,93297,33.490697674418605,4176,113,97446.0,34.12264960072796,437.7142857142857,0,0,0
2025-04-18,454,100306,32.940528634361236,4728,115,97016.14285714286,34.07913064987634,436.14285714285717,0,0,0
2025-04-19,420,91538,34.121428571428574,3418,115,96128.71428571429,34.05375090893887,433.57142857142856,0,0,0
2025-04-20,411,95142,35.262773722627735,3472,132,96374.57142857143,34.18937613657332,432.57142857142856,0,0,0
2025-04-21,415,97615,33.68674698795181,3054,114,96552.71428571429,34.02798088321388,429.57142857142856,0,0,0
2025-04-22,433,100545,33.969976905311775,4386,119,95903.71428571429,33.95426885209982,425.2857142857143,0,0,0
2025-04-23,448,100118,34.21875,4047,130,96937.28571428571,33.955843213728535,430.14285714285717,0,0,0
2025-04-24,390,84942,35.05897435897436,3495,123,95743.71428571429,34.17988274009364,424.42857142857144,0,0,0
2025-04-25,463,105275,34.183585313174945,4437,125,96453.57142857143,34.35746226563845,425.7142857142857,0,0,0
2025-04-26,452,101617,34.19911504424779,3802,123,97893.42857142857,34.36856033318406,430.2857142857143,0,0,0
2025-04-27,413,98280,34.58837772397094,4008,119,98341.71428571429,34.27221804766166,430.57142857142856,0,0,0
2025-04-28,462,102369,33.46320346320346,3869,115,99020.85714285714,34.2402832584119,437.2857142857143,0,0,0
2025-04-29,455,100120,34.59340659340659,4900,133,98960.14285714286,34.32934464242544,440.42857142857144,0,0,0
2025-04-30,452,100829,32.98672566371681,3916,114,99061.71428571429,34.15334116581356,441.0,0,0,0
2025-05-01,433,99960,34.390300230946885,2664,137,101207.14285714286,34.05781629038106,447.14285714285717,0,0,0
2025-05-02,404,91100,34.334158415841586,4949,113,99182.14285714286,34.079326733619155,438.7142857142857,0,0,0
2025-05-03,408,87580,34.30392156862745,3330,110,97176.85714285714,34.09429909424482,432.42857142857144,0,0,0
2025-05-04,459,105217,34.19607843137255,4444,131,98167.85714285714,34.038256338159336,439.0,0,0,0
2025-05-05,478,112423,34.15690376569037,4314,129,99604.14285714286,34.13735638137175,441.2857142857143,0,0,0
2025-05-06,445,98593,33.06292134831461,4058,116,99386.0,33.918715632072896,439.85714285714283,0,0,0
2025-05-07,431,91544,34.11600928074246,3710,124,98059.57142857143,34.08004186307656,436.85714285714283,0,0,0
2025-05-08,443,95328,34.78103837471783,3624,123,97397.85714285714,34.13586159790098,438.2857142857143,0,0,0
2025-05-09,438,92039,33.554794520547944,3653,117,97532.0,34.024523898573314,443.14285714285717,0,0,0
2025-05-10,412,95496,33.72572815533981,3147,104,98662.85714285714,33.94192483953223,443.7142857142857,0,0,0
2025-05-11,441,96734,33.70748299319728,3289,121,97451.0,33.872125491221475,441.14285714285717,0,0,0
2025-05-12,452,101874,33.97566371681416,4241,123,95944.0,33.84623405566772,437.42857142857144,0,0,0
2025-05-13,395,89711,34.38481012658228,3420,99,94675.14285714286,34.03507530970597,430.2857142857143,0,0,0
2025-05-14,443,101607,34.15801354401806,4472,123,96112.71428571429,34.041075918745335,432.0,0,0,0
2025-05-15,433,95815,33.916859122401846,3757,124,96182.28571428571,33.91762173984306,430.57142857142856,0,0,0
2025-05-16,420,98696,32.838095238095235,4392,100,97133.28571428571,33.81523612806409,428.0,0,0,0
2025-05-17,427,94332,34.80093676814988,4045,132,96967.0,33.968837358465535,430.14285714285717,0,0,0
2025-05-18,447,98122,33.78299776286354,3227,116,97165.28571428571,33.97962518270357,431.0,0,0,0
2025-05-19,471,102030,34.10191082802548,4628,122,97187.57142857143,33.99766048430519,433.7142857142857,0,0,0
2025-05-20,436,100303,34.92660550458716,3118,138,98700.71428571429,34.07505982402017,439.57142857142856,0,0,0
2025-05-21,449,108759,33.5478841870824,5787,115,99722.42857142857,33.98789848731508,440.42857142857144,0,0,0
2025-05-22,434,96414,34.37557603686636,3762,127,99808.0,34.05342947509572,440.57142857142856,0,0,0
2025-05-23,449,101217,34.57906458797327,4352,138,100168.14285714286,34.302139382221156,444.7142857142857,0,0,0
2025-05-24,461,106662,34.275488069414315,3846,119,101929.57142857143,34.22707528240179,449.57142857142856,0,0,0
2025-05-25,432,95679,34.173611111111114,4705,119,101580.57142857143,34.2828771892943,447.42857142857144,0,0,0
2025-05-26,415,93344,34.30843373493976,3668,113,100339.71428571429,34.312380461710625,439.42857142857144,0,0,0
2025-05-27,473,105340,34.35940803382664,3643,137,101059.28571428571,34.23135225160198,444.7142857142857,0,0,0
2025-05-28,403,89969,34.08684863523573,3791,112,98375.0,34.308347172766744,438.14285714285717,0,0,0
2025-05-29,421,96020,33.242280285035626,3898,110,98318.71428571429,34.146447779648064,436.2857142857143,0,0,0
2025-05-30,452,101486,34.3141592920354,5019,123,98357.14285714286,34.10860416594266,436.7142857142857,0,0,0
2025-05-31,435,100722,33.47356321839081,3854,117,97508.57142857143,33.9940434729393,433.0,0,0,0
2025-06-01,408,86167,33.88235294117647,2930,102,96149.71428571429,33.95243516294864,429.57142857142856,0,0,0
2025-06-02,415,103262,34.00240963855422,4061,122,97566.57142857143,33.90871743489355,429.57142857142856,0,0,0
2025-06-03,405,91231,34.58024691358025,4249,118,95551.0,33.94026584628693,419.85714285714283,0,0,0
2025-06-04,426,99980,34.49530516431925,3207,122,96981.14285714286,33.99861677901315,423.14285714285717,0,0,0
2025-06-05,407,90134,34.233415233415236,4264,118,96140.28571428571,34.14020748592452,421.14285714285717,0,0,0
2025-06-06,459,103528,34.230936819172115,3886,129,96432.0,34.12831856122976,422.14285714285717,0,0,0
2025-06-07,412,88550,34.15533980582524,2962,110,94693.14285714286,34.22571521657754,418.85714285714283,0,0,0
2025-06-08,450,103109,33.977777777777774,3091,119,97113.42857142857,34.23934733609201,424.85714285714283,0,0,0
2025-06-09,444,98199,33.461711711711715,4507,120,96390.14285714286,34.162104775114514,429.0,0,0,0
2025-06-10,453,102020,34.8719646799117,3595,147,97931.42857142857,34.20377874173329,435.85714285714283,0,0,0
2025-06-11,412,102167,33.05339805825243,3152,115,98243.85714285714,33.99779201229517,433.85714285714283,0,0,0
2025-06-12,457,99777,33.42013129102845,4845,120,99621.42857142857,33.881608591954205,441.0,0,0,0
2025-06-13,435,98061,34.15862068965517,3244,119,98840.42857142857,33.871277716308924,437.57142857142856,0,0,0
2025-06-14,456,106050,34.675438596491226,4835,128,101340.42857142857,33.94557754354692,443.85714285714283,0,0,0
2025-06-15,425,91298,33.68235294117647,3043,113,99653.14285714286,33.903373995461024,440.2857142857143,0,0,0
2025-06-16,453,97120,34.379690949227374,3782,123,99499.0,34.03451388653469,441.57142857142856,0,0,0
2025-06-17,435,99029,35.13793103448276,2978,141,99071.71428571429,34.07250908004484,439.0,0,0,0
2025-06-18,448,105535,33.607142857142854,3724,110,99552.85714285714,34.15161547988633,444.14285714285717,0,0,0
2025-06-19,413,97300,33.67312348668281,2662,120,99199.0,34.18775722212267,437.85714285714283,0,0,0
2025-06-20,441,96704,34.74603174603175,3954,126,99005.14285714286,34.27167308731932,438.7142857142857,0,0,0
2025-06-21,451,100767,34.55432372505543,4257,129,98250.42857142857,34.254370962828496,438.0,0,0,0
2025-06-22,455,101492,34.38901098901099,4528,128,99706.71428571429,34.35532211251914,442.2857142857143,0,0,0
2025-06-23,405,90781,33.39259259259259,3081,106,98801.14285714286,34.214308061571316,435.42857142857144,0,0,0
2025-06-24,412,93600,33.609223300970875,2732,112,98025.57142857143,33.995921242498184,432.14285714285717,0,0,0
2025-06-25,395,88892,34.1746835443038,3095,109,95648.0,34.07699848352117,424.57142857142856,0,0,0
2025-06-26,443,95429,34.56433408577878,3655,127,95380.71428571429,34.20431428339203,428.85714285714283,0,0,0
2025-06-27,416,91865,33.65865384615385,3799,104,94689.42857142857,34.048974583409475,425.2857142857143,0,0,0
2025-06-28,434,95075,34.19585253456221,3478,126,93876.28571428571,33.99776441333902,422.85714285714283,0,0,0
2025-06-29,447,100542,34.04026845637584,4504,119,93740.57142857143,33.94794405153399,421.7142857142857,0,0,0
2025-06-30,438,94553,34.44292237442922,3477,126,94279.42857142857,34.09799116322494,426.42857142857144,0,0,0
2025-07-01,423,92071,34.7210401891253,3466,124,94061.0,34.256822147247,428.0,0,0,0
2025-07-02,424,92710,34.16981132075472,4114,119,94606.42857142857,34.25612611531142,432.14285714285717,0,0,0
2025-07-03,421,100513,33.73396674584323,3631,121,95332.71428571429,34.13750220960634,429.0,0,0,0
2025-07-04,414,97898,35.03623188405797,3742,122,96194.57142857143,34.33429907216407,428.7142857142857,0,0,0
2025-07-05,446,102837,34.10986547085202,4389,127,97303.42857142857,34.322015205919755,430.42857142857144,0,0,0
2025-07-06,418,91264,33.91626794258373,3497,111,95978.0,34.3043008468066,426.2857142857143,0,0,0
2025-07-07,466,106818,34.83047210300429,3346,138,97730.14285714286,34.359665093745896,430.2857142857143,0,0,0
2025-07-08,429,94491,35.11421911421911,4719,131,98075.85714285714,34.41583351161644,431.14285714285717,0,0,0
2025-07-09,430,95539,34.63023255813953,4066,114,98480.0,34.48160797409999,432.0,0,0,0
2025-07-10,444,104769,33.653153153153156,3378,109,99088.0,34.47006317514426,435.2857142857143,0,0,0
2025-07-11,451,98628,34.07982261640798,4482,123,99192.28571428571,34.333433279765686,440.57142857142856,0,0,0
2025-07-12,414,91249,33.567632850241544,4064,102,97536.85714285714,34.25597147682134,436.0,0,0,0
2025-07-13,390,87914,33.98717948717949,3337,99,97058.28571428571,34.26610169747787,432.0,0,0,0
2025-07-14,378,85667,33.63227513227513,4108,110,94036.71428571429,34.09493070165942,419.42857142857144,0,0,0
2025-07-15,407,94062,33.14987714987715,3644,108,93975.42857142857,33.81431042103914,416.2857142857143,0,0,0
2025-07-16,415,87996,34.144578313253014,3642,126,92897.85714285714,33.74493124319821,414.14285714285717,0,0,0
2025-07-17,408,89512,34.63235294117647,3545,123,90718.28571428571,33.88481692720154,409.0,0,0,0
2025-07-18,413,92175,34.55205811138015,4269,111,89796.42857142857,33.952279140768994,403.57142857142856,0,0,0
2025-07-19,429,101860,34.044289044289044,4869,116,91312.28571428571,34.02037288277578,405.7142857142857,0,0,0
2025-07-20,423,96035,33.491725768321515,3156,104,92472.42857142857,33.949593780081784,410.42857142857144,0,0,0
2025-07-21,438,102922,33.981735159817354,4487,126,94937.42857142857,33.99951664115924,419.0,0,0,0
2025-07-22,425,100357,34.336470588235294,2952,122,95836.71428571429,34.16902998949612,421.57142857142856,0,0,0
2025-07-23,472,102084,34.014830508474574,3791,127,97849.28571428571,34.15049458881349,429.7142857142857,0,0,0
2025-07-24,461,103150,34.39479392624729,3282,127,99797.57142857143,34.11655758668075,437.2857142857143,0,0,0
2025-07-25,413,86057,34.33898305084746,3591,116,98923.57142857143,34.086118292318936,437.2857142857143,0,0,0
2025-07-26,434,104400,34.71889400921659,3835,120,99286.42857142857,34.18249043016572,438.0,0,0,0
2025-07-27,445,99674,34.01123595505618,4112,118,99806.28571428571,34.25670617112782,441.14285714285717,0,0,0
2025-07-28,438,97387,34.26027397260274,4017,118,99015.57142857143,34.29649743009716,441.14285714285717,0,0,0
2025-07-29,457,103363,34.0437636761488,3873,128,99445.0,34.254682156941946,445.7142857142857,0,0,0
2025-07-30,416,88656,33.89182692307692,4207,120,97526.71428571429,34.237110216170855,437.7142857142857,0,0,0
2025-07-31,451,97722,33.849223946784925,4306,127,96751.28571428571,34.159171647676224,436.2857142857143,0,0,0
2025-08-01,481,107014,33.83367983367983,4057,136,99745.14285714286,34.08698547379514,446.0,0,0,0
2025-08-02,420,87776,34.62380952380953,3483,129,97370.28571428571,34.07340197587985,444.0,0,0,0
2025-08-03,437,96856,34.25629290617849,3458,120,96967.71428571429,34.10841011175446,442.85714285714283,0,0,0
2025-08-04,439,100058,33.82232346241458,4106,110,97349.28571428571,34.04584575315615,443.0,0,0,0
2025-08-05,435,98912,34.845977011494256,3104,138,96713.42857142857,34.160447658205506,439.85714285714283,0,0,0
2025-08-06,437,94297,33.869565217391305,4603,115,97519.28571428571,34.15726741453613,442.85714285714283,0,0,0
2025-08-07,445,95783,33.912359550561796,3524,118,97242.28571428571,34.16628678650426,442.0,0,0,0
2025-08-08,401,88834,34.44139650872818,2910,121,94645.14285714286,34.25310345436831,430.57142857142856,0,0,0
2025-08-09,394,87410,34.901015228426395,2945,112,94592.85714285714,34.29270426931357,426.85714285714283,0,0,0
2025-08-10,435,101718,34.41609195402299,3871,124,95287.42857142857,34.31553270471993,426.57142857142856,0,0,0
2025-08-11,452,98047,34.665929203539825,4274,129,95000.14285714286,34.436047810594964,428.42857142857144,0,0,0
2025-08-12,466,103243,34.0793991416309,4015,139,95618.85714285714,34.32653668632877,432.85714285714283,0,0,0
2025-08-13,466,96694,33.97639484978541,3604,132,95961.28571428571,34.341798062385074,437.0,0,0,0
2025-08-14,455,102309,33.91428571428571,4324,129,96893.57142857143,34.34207322863135,438.42857142857144,0,0,0
2025-08-15,470,102368,33.308510638297875,4206,122,98827.0,34.180232389998444,448.2857142857143,0,0,0
2025-08-16,396,89855,34.19949494949495,4593,112,99176.28571428571,34.08001520729395,448.57142857142856,0,0,0
2025-08-17,405,93895,33.31358024691358,3484,109,98058.71428571429,33.922513534849756,444.2857142857143,0,0,0
2025-08-18,424,100053,33.82783018867924,3194,113,98345.28571428571,33.80278510415538,440.2857142857143,0,0,0
2025-08-19,468,102103,34.585470085470085,4131,123,98182.42857142857,33.875080953275265,440.57142857142856,0,0,0
2025-08-20,409,89601,33.946210268948654,2981,114,97169.14285714286,33.87076887029858,432.42857142857144,0,0,0
2025-08-21,435,97198,34.98620689655172,4072,131,96439.0,34.02390046776516,429.57142857142856,0,0,0
2025-08-22,458,102600,33.91266375545852,2711,126,96472.14285714286,34.11020805593096,427.85714285714283,0,0,0
2025-08-23,459,102402,34.09803921568628,4252,130,98264.57142857143,34.095714379672586,436.85714285714283,0,0,0
2025-08-24,437,100924,34.34324942791762,4056,128,99268.71428571429,34.242809976958874,441.42857142857144,0,0,0
2025-08-25,426,95700,34.18544600938967,2645,117,98646.85714285714,34.293897951346075,441.7142857142857,0,0,0
2025-08-26,419,86944,34.26491646778043,2491,121,96481.28571428571,34.248104577390414,434.7142857142857,0,0,0
2025-08-27,437,95441,33.55148741418764,3411,116,97315.57142857143,34.19171559813884,438.7142857142857,0,0,0
2025-08-28,483,104839,33.97722567287785,4358,122,98407.14285714286,34.04757542332829,445.57142857142856,0,0,0
2025-08-29,412,93267,34.05825242718446,3615,122,97073.85714285714,34.068373805003425,439.0,0,0,0
2025-08-30,446,97543,34.643497757847534,4292,129,96379.71428571429,34.1462964538836,437.14285714285717,0,0,0
2025-08-31,395,84553,34.99493670886076,3243,118,94041.0,34.23939463687548,431.14285714285717,0,0,0
2025-09-01,438,98025,33.63926940639269,3138,116,94373.14285714286,34.16136940787591,432.85714285714283,0,0,0
2025-09-02,441,99406,34.054421768707485,4465,111,96153.42857142857,34.13129873657977,436.0,0,0,0
2025-09-03,427,95542,34.07962529274005,3566,115,96167.85714285714,34.206747004944404,434.57142857142856,0,0,0
2025-09-04,443,94085,34.60948081264108,4337,127,94631.57142857143,34.297069167767724,428.85714285714283,0,0,0
2025-09-05,444,96353,33.42342342342342,3861,115,95072.42857142857,34.20637931008758,433.42857142857144,0,0,0
2025-09-06,438,98856,34.538812785388124,3606,127,95260.0,34.191424314021944,432.2857142857143,0,0,0
2025-09-07,409,97322,33.81907090464548,3221,119,97084.14285714286,34.023443484848336,434.2857142857143,0,0,0
2025-09-08,418,91506,34.09090909090909,2924,104,96152.85714285714,34.087963439779244,431.42857142857144,0,0,0
2025-09-09,416,89856,34.30048076923077,4603,123,94788.57142857143,34.12311472556829,427.85714285714283,0,0,0
2025-09-10,402,91312,35.15174129353234,3635,127,94184.28571428571,34.2762741542529,424.2857142857143,0,0,0
